index,result
67890,0.005481
75745,0.007479
39615,0.019978
62375,0.012161
154050,0.019032
112711,0.009455
191599,0.013425
162120,0.009943
194880,0.017769
69728,0.005956
183093,0.040495
96127,0.020208
203722,0.013761
21945,0.017571
106221,0.011781
138663,0.007653
97504,0.040804
46041,0.005773
81431,0.011143
193314,0.021543
113790,0.017679
95107,0.04731
71786,0.010351
22408,0.014889
176246,0.012698
143965,0.023746
111818,0.027386
35650,0.036823
104601,0.033109
22029,0.012275
128147,0.007745
200746,0.025437
129511,0.005324
121123,0.042413
150714,0.059258
72381,0.016067
75035,0.017175
101529,0.001671
144213,0.012474
179710,0.004783
100034,0.02629
102497,0.006265
86880,0.014938
120532,0.00964
170243,0.032491
176720,0.003234
168948,0.022209
181028,0.0137
37401,0.003733
106518,0.005247
9543,0.007654
98841,0.014399
41225,0.010759
13203,0.004817
62659,0.027333
22880,0.013592
168954,0.020612
68301,0.032418
197074,0.001247
151917,0.006575
197125,0.014693
18667,0.00935
110048,0.023207
151345,0.013809
172454,0.017011
112182,0.033628
107468,0.037178
151722,0.016081
17419,0.014761
185803,0.019741
105416,0.005843
49317,0.145079
189680,0.118693
61038,0.009899
208680,0.025491
170390,0.010337
184302,0.117702
56425,0.02798
30400,0.004645
103367,0.004301
143971,0.020914
103211,0.01531
187935,0.018949
77867,0.092334
6147,0.022079
8005,0.01871
131210,0.003914
201023,0.013064
123296,0.010798
160574,0.006095
40438,0.008462
14329,0.009191
112072,0.01449
145050,0.04713
1671,0.035638
202813,0.044977
105266,0.005351
191225,0.017416
19675,0.019606
196283,0.01569
14296,0.036477
35759,0.005664
142340,0.188975
22705,0.022573
187417,0.009252
21823,0.031299
69763,0.055433
191852,0.044333
141592,0.00598
76638,0.006164
118244,0.005102
154880,0.014302
30437,0.018642
97659,0.014922
30099,0.066102
113950,0.014113
95033,0.013776
96367,0.009842
51078,0.013818
148484,0.0062
177292,0.012839
183787,0.029474
124067,0.024309
188474,0.005042
82542,0.083788
86143,0.003102
123832,0.00959
42782,0.016049
172238,0.00771
114169,0.00906
42229,0.015272
98733,0.015864
80884,0.016792
100618,0.014097
114288,0.023714
16270,0.007002
126710,0.003808
187915,0.014184
2178,0.049066
167914,0.011936
83510,0.011651
37691,0.002953
82460,0.014713
63750,0.100986
204686,0.002357
7345,0.005672
162476,0.033835
146682,0.045666
203990,0.01178
112184,0.012953
107040,0.006683
163880,0.014642
23872,0.035634
48561,0.006792
17071,0.010845
97247,0.013403
111678,0.01545
130315,0.024471
50014,0.00595
197511,0.011916
170021,0.003141
154838,0.013023
122615,0.01586
198872,0.042185
25032,0.004064
171240,0.02267
109938,0.004041
30084,0.008507
101841,0.014478
108789,0.021875
138808,0.025787
208487,0.008245
72311,0.025313
58127,0.007653
124911,0.026465
88977,0.009293
184976,0.002492
187987,0.039141
185991,0.010564
65486,0.008426
111549,0.024422
202027,0.032591
72036,0.117613
140840,0.007926
202070,0.03447
149081,0.023684
75619,0.012686
192108,0.008934
197318,0.012119
22450,0.009672
8637,0.050036
194636,0.084808
72666,0.011682
70300,0.037884
202283,0.004586
163037,0.015991
159577,0.038913
70535,0.00083
13988,0.001274
138222,0.01907
203158,0.003806
22769,0.052298
207141,0.019314
84751,0.042724
126581,0.020994
98932,0.025049
79970,0.005021
52648,0.004931
34878,0.019664
112655,0.024828
37359,0.024481
81238,0.020675
196811,0.039206
80509,0.02491
184468,0.007951
140168,0.016155
206728,0.00556
119501,0.014891
189115,0.014018
47609,0.0099
12213,0.010104
52835,0.004391
191428,0.021411
168809,0.008881
44363,0.013822
165472,0.018546
159563,0.003043
62823,0.012604
56133,0.012759
101737,0.005654
98163,0.005328
186930,0.01621
138456,0.006719
10409,0.016528
75467,0.01328
61266,0.006498
61961,0.026261
116933,0.010201
67077,0.011018
148154,0.00223
98738,0.003985
49755,0.004754
85587,0.005874
19871,0.032751
44887,0.004804
82587,0.014702
201881,0.028667
49627,0.006295
140997,0.006773
105055,0.066774
165437,0.016758
12466,0.039559
828,0.00317
35246,0.017921
95734,0.017757
20163,0.021848
58030,0.004696
4810,0.002065
194169,0.019917
148220,0.006529
93566,0.018171
101381,0.017755
19026,0.159915
111517,0.011383
51790,0.040199
158674,0.003662
1169,0.012458
112301,0.043757
32787,0.021921
143766,0.245484
86407,0.025275
111409,0.029408
64908,0.006652
128062,0.01822
62446,0.01839
118947,0.021323
110226,0.008738
56757,0.04512
4143,0.031959
73559,0.01979
42109,0.00847
160018,0.022698
81064,0.03163
164615,0.003976
160422,0.034383
106130,0.004194
42539,0.021343
46279,0.015858
99445,0.00523
148009,0.006981
48537,0.019913
92644,0.093771
177042,0.009806
21584,0.01835
147807,0.00863
110642,0.003228
145461,0.014288
153666,0.009092
26242,0.006109
193878,0.003269
185797,0.006941
3772,0.012203
132025,0.011987
78533,0.078661
176912,0.036058
127482,0.011421
194884,0.006152
204428,0.021115
86927,0.008537
20210,0.013023
15782,0.028143
75563,0.00894
199840,0.016948
101514,0.006655
53185,0.01601
133096,0.022978
39740,0.009375
121337,0.020363
117720,0.137293
60228,0.020261
99087,0.224827
48883,0.03278
170970,0.037493
141274,0.009995
8944,0.02499
70962,0.083519
10271,0.006859
21070,0.03525
168600,0.019339
141044,0.024197
197480,0.012725
45984,0.01067
133835,0.035782
43317,0.010337
181545,0.005757
88392,0.020229
133472,0.020077
110490,0.012215
3075,0.021687
14753,0.00555
53359,0.014113
181964,0.003415
203188,0.015493
58404,0.031814
85804,0.007212
159519,0.008368
75173,0.055555
135396,0.01835
4765,0.015715
208803,0.004947
115339,0.002873
94399,0.023249
89660,0.017946
192573,0.022912
80530,0.210204
53390,0.010307
79475,0.006272
111496,0.044041
137235,0.006405
134554,0.035703
64068,0.021477
85471,0.022004
167317,0.019293
29125,0.008505
56370,0.009521
208904,0.004005
147707,0.067112
91440,0.030221
201751,0.099137
13581,0.036433
81764,0.016002
90653,0.065091
196808,0.002158
186641,0.017447
173103,0.011936
116077,0.020978
57635,0.015196
108566,0.004594
146657,0.03299
160509,0.012288
100857,0.008156
67457,0.0142
87073,0.008732
55306,0.01681
87825,0.004668
193496,0.01243
8686,0.018912
90097,0.038513
112898,0.061278
105975,0.013607
93905,0.004573
35273,0.008149
115080,0.017308
43993,0.009542
30676,0.019877
153493,0.032527
183108,0.00975
200583,0.008324
201330,0.007197
138132,0.02574
54105,0.015486
114406,0.012445
152486,0.062873
148243,0.010834
168284,0.013195
51505,0.013999
144941,0.055648
126293,0.03587
207464,0.023819
85988,0.017956
96302,0.009071
203602,0.038368
198793,0.010797
185922,0.017235
129921,0.013344
80762,0.004779
196097,0.00204
55635,0.023033
64022,0.011756
131843,0.019903
50125,0.006458
110650,0.008363
13714,0.018229
21197,0.019345
97383,0.018229
100147,0.016671
157314,0.015291
101183,0.004986
155256,0.028564
166009,0.00601
100943,0.013976
149839,0.158955
142517,0.014287
187074,0.009937
57856,0.040691
172082,0.031918
182042,0.044845
123202,0.042511
135866,0.005911
202153,0.006104
157348,0.005502
201331,0.025921
139564,0.014624
104663,0.0142
100812,0.032532
148689,0.031504
108363,0.029733
64201,0.021619
12095,0.006546
166716,0.006681
204066,0.027036
46148,0.018032
104001,0.005651
2849,0.042827
186937,0.019472
121509,0.092711
137441,0.039952
88450,0.029939
164477,0.030327
191668,0.004463
37903,0.016559
182691,0.020145
172241,0.009815
202853,0.034322
159645,0.051027
16132,0.024177
11865,0.006164
103143,0.009834
22829,0.016517
39122,0.012059
113014,0.007532
160971,0.029254
199760,0.014348
58974,0.025061
145889,0.045176
27082,0.003292
179361,0.009199
71932,0.004243
148771,0.0184
64050,0.064403
23571,0.006319
26736,0.023422
197881,0.007351
52263,0.030932
124811,0.013778
58548,0.01139
164563,0.005037
49801,0.022966
83334,0.009318
93669,0.014558
181803,0.016711
153909,0.004406
85718,0.005109
41718,0.010108
25636,0.024026
96693,0.0117
121312,0.00885
68882,0.011441
21863,0.028166
105811,0.038973
120644,0.017708
1984,0.019715
58136,0.017981
27263,0.03113
99720,0.018797
114223,0.002943
91537,0.036023
183424,0.028652
106433,0.016225
120075,0.005397
178894,0.080767
4051,0.014567
106761,0.003838
180284,0.020845
143040,0.014675
170907,0.016007
73978,0.005432
193871,0.020102
118208,0.009923
106904,0.049495
129499,0.028017
131087,0.00488
29857,0.023373
108725,0.032302
116178,0.010572
69315,0.010417
85880,0.074358
97942,0.003597
165382,0.072963
158685,0.067762
156464,0.028988
165061,0.010499
104542,0.004857
133027,0.012476
188709,0.009396
206371,0.040434
3592,0.006124
108217,0.003495
89619,0.009133
76046,0.006164
59967,0.029819
66811,0.003914
18543,0.030477
127734,0.02875
83919,0.012242
18678,0.003459
177743,0.088216
164216,0.025485
46430,0.004365
72598,0.021252
146191,0.010304
106097,0.020385
80741,0.003997
10407,0.018827
188669,0.002973
36280,0.011151
59059,0.013571
104072,0.050399
104995,0.018158
187285,0.005057
6217,0.035058
205998,0.019049
106910,0.081052
43300,0.014922
168491,0.016635
187246,0.011295
137719,0.00146
190977,0.004045
161978,0.179486
75685,0.005185
208274,0.007428
87904,0.028288
115882,0.02097
178829,0.015299
3790,0.016121
207277,0.007793
108473,0.010203
34067,0.012445
106112,0.006087
31674,0.022975
103061,0.013222
18397,0.021575
26424,0.221256
140884,0.003846
149556,0.016276
31638,0.007358
13914,0.032079
34455,0.016249
201380,0.035049
172194,0.011895
132172,0.00712
75017,0.034574
26786,0.004328
6380,0.023286
121692,0.018657
43884,0.020705
38731,0.022911
119703,0.044454
50221,0.004594
24151,0.014012
3878,0.004278
48295,0.020806
92420,0.013772
23729,0.005091
130327,0.007101
115645,0.014466
40944,0.014156
209096,0.002524
18734,0.034353
147217,0.02181
133573,0.019662
19786,0.003393
44871,0.002511
13120,0.012586
172327,0.047889
122213,0.010393
21935,0.017496
89428,0.070225
177590,0.014437
46161,0.055379
165273,0.016326
130320,0.224159
104267,0.118623
33178,0.006388
46140,0.005865
33423,0.009719
157105,0.002814
38129,0.039496
29222,0.002767
33108,0.008396
56818,0.003453
119170,0.007194
9890,0.035188
95142,0.02136
266,0.005481
177932,0.005331
45395,0.024601
125102,0.015864
95967,0.006276
85772,0.09669
141045,0.030916
54974,0.02197
15340,0.012287
149036,0.007607
77524,0.009922
13963,0.000859
46893,0.012719
147017,0.011361
18502,0.009542
12133,0.008352
162857,0.043627
165251,0.08642
150521,0.034933
4817,0.01058
154009,0.038187
140553,0.005956
167230,0.019119
156910,0.004933
177594,0.005192
181283,0.033513
113563,0.066563
81428,0.024604
147987,0.01731
110852,0.052979
119554,0.045743
46695,0.005954
59171,0.027126
52049,0.005672
141596,0.023937
160319,0.017757
24306,0.010759
205793,0.042097
94552,0.005442
197920,0.007465
96736,0.024729
199232,0.029738
5465,0.005923
124989,0.004754
17537,0.00803
105598,0.11168
157970,0.044679
171153,0.016036
109142,0.022596
156733,0.143647
115740,0.016045
186457,0.011039
183154,0.017011
185722,0.011633
52283,0.004518
23304,0.023275
86770,0.019877
34658,0.007938
127972,0.021697
121759,0.012681
84409,0.016597
69094,0.020624
66350,0.004976
3825,0.014456
3166,0.041441
129851,0.008105
14254,0.003813
107894,0.017873
60763,0.006269
21751,0.001929
67762,0.01784
194762,0.021833
57310,0.051742
20833,0.016262
134668,0.011594
108610,0.028884
134084,0.04026
174154,0.010179
145120,0.015258
42081,0.007418
116741,0.029976
38784,0.01167
76521,0.032207
74633,0.022463
38262,0.019496
72214,0.01185
17754,0.017319
176206,0.015147
69298,0.007266
72810,0.015545
177963,0.005301
100352,0.051784
48341,0.003751
195254,0.012735
8519,0.066859
7571,0.016877
62458,0.021091
206501,0.009752
101102,0.013249
137445,0.06987
18619,0.009654
102208,0.001818
69854,0.031848
157359,0.022555
179956,0.07138
103771,0.015182
140222,0.013997
167838,0.032581
95183,0.020239
59816,0.004171
119453,0.025015
151040,0.032021
194520,0.017425
141625,0.025784
50941,0.004041
36527,0.009735
138383,0.008208
63359,0.039725
64249,0.005717
53741,0.02138
113152,0.012579
48369,0.004575
117281,0.009362
72251,0.044113
149852,0.007908
114483,0.012644
190218,0.015838
184158,0.009286
42565,0.012508
134829,0.029423
142130,0.008246
183725,0.012544
179424,0.021429
46785,0.074103
18039,0.015396
151686,0.005008
117460,0.044451
153503,0.025752
14738,0.011659
19782,0.006091
96996,0.019226
110643,0.004504
73764,0.007132
60905,0.012758
89606,0.016712
50833,0.008566
123031,0.01301
145329,0.002064
40426,0.011898
145673,0.066891
140853,0.030665
154113,0.005606
175969,0.012458
200253,0.071956
197442,0.04296
194336,0.005561
125787,0.088538
174752,0.0226
95666,0.00824
100728,0.010235
166075,0.015285
175180,0.010852
10670,0.013207
27820,0.053839
138416,0.037199
3380,0.015267
16973,0.014898
136747,0.012445
200831,0.026531
186096,0.012892
32372,0.010333
44568,0.032491
116131,0.026527
86556,0.010499
109192,0.016291
118873,0.023945
205647,0.017258
71244,0.005547
154128,0.083082
41996,0.083235
120030,0.001346
124009,0.024864
129722,0.014878
108887,0.013893
184467,0.007543
76680,0.014711
162752,0.004005
205262,0.016253
204522,0.025663
162861,0.023235
55001,0.022709
7342,0.007456
149717,0.006148
154717,0.004481
112896,0.040005
143683,0.007822
60286,0.015087
162117,0.177251
199513,0.009233
136127,0.027183
82641,0.005355
147203,0.015645
30298,0.024972
94646,0.004894
41424,0.144196
13231,0.013728
62137,0.010519
3648,0.012702
81046,0.020815
203573,0.004308
181352,0.008475
135319,0.044884
58310,0.011461
106580,0.082974
180387,0.010402
186758,0.020004
24115,0.010284
49499,0.006301
2737,0.007219
164060,0.007573
61757,0.004837
57729,0.014616
96288,0.147305
78796,0.003924
194791,0.013173
158633,0.006124
13752,0.023136
166528,0.009945
147565,0.031244
113333,0.012385
68998,0.013839
3792,0.008434
149833,0.015873
131966,0.024316
173620,0.011014
157784,0.008326
59505,0.037723
97578,0.021407
134040,0.00861
50702,0.031181
48986,0.014047
94375,0.01304
28680,0.035812
129738,0.008117
136895,0.003848
86994,0.001639
166595,0.026347
180251,0.024418
82086,0.015983
10311,0.061407
90935,0.005402
133158,0.027359
63522,0.002744
808,0.007746
113774,0.015077
151600,0.047826
135878,0.067867
140545,0.013687
113896,0.034751
698,0.023929
136020,0.019381
113914,0.008441
